organism,count
"gi|219878268|ref|NR_025407.1| Desulfomicrobium norvegicum strain DSM 1741 16S ribosomal RNA, partial sequence",2
"gi|566085326|ref|NR_109325.1| Luteimonas cucumeris strain Y4 16S ribosomal RNA, partial sequence",2
"gi|645321927|ref|NR_118791.1| Novosphingobium aromaticivorans strain SMCC B0712 16S ribosomal RNA, partial sequence",2
"gi|631252762|ref|NR_113960.1| Lactococcus lactis strain NBRC 100933 16S ribosomal RNA, partial sequence",2
"gi|1441204242|ref|NR_157657.1| Bradyrhizobium cajani strain AMBPC1010 16S ribosomal RNA, partial sequence",2
"gi|265678806|ref|NR_029111.1| Sphingomonas phyllosphaerae strain FA2 16S ribosomal RNA, partial sequence",2
"gi|1240411907|ref|NR_149239.1| Sphingomonas metalli strain 9O-5 16S ribosomal RNA, partial sequence",2
"gi|559795322|ref|NR_104915.1| Rugamonas rubra strain MOM 28/2/79 16S ribosomal RNA, partial sequence",2
"gi|1199303377|ref|NR_147728.1| Sulfurirhabdus autotrophica strain BiS0 16S ribosomal RNA, partial sequence",2
"gi|636559283|ref|NR_115340.1| Saccharofermentans acetigenes strain P6 16S ribosomal RNA, partial sequence",2
"gi|507148080|ref|NR_102887.1| Xylanibacter ruminicola strain Bryant 23 16S ribosomal RNA, partial sequence",2
"gi|961555065|ref|NR_134033.1| Flavisolibacter rigui strain 02SUJ3 16S ribosomal RNA, partial sequence",2
"gi|645322445|ref|NR_119191.1| Bradyrhizobium japonicum strain DSM 30131 16S ribosomal RNA, partial sequence",2
"gi|219846699|ref|NR_026291.1| Dactylosporangium fulvum strain DSM 43917 16S ribosomal RNA, partial sequence",2
"gi|343206051|ref|NR_044631.1| Segatella buccae ATCC 33574 16S ribosomal RNA, partial sequence",2
"gi|631251899|ref|NR_113097.1| Segatella buccae ATCC 33574 strain JCM 12245 16S ribosomal RNA, partial sequence",2
"gi|645320169|ref|NR_117439.1| Planosporangium mesophilum strain YIM 48875 16S ribosomal RNA, partial sequence",2
"gi|2363085567|ref|NR_181035.1| Caenispirillum humi strain MAH-8 16S ribosomal RNA, partial sequence",2
"gi|343205699|ref|NR_044081.1| Caenispirillum bisanense strain K92 16S ribosomal RNA, partial sequence",2
"gi|343200104|ref|NR_040791.1| Prosthecomicrobium pneumaticum strain 3a 16S ribosomal RNA, partial sequence",2
"gi|2363085764|ref|NR_181134.1| Levilactobacillus tujiorum strain HBUAS51241 16S ribosomal RNA, partial sequence",2
"gi|343200653|ref|NR_041340.1| Oscillibacter valericigenes strain Sjm18-20 16S ribosomal RNA, partial sequence",2
"gi|2260349448|ref|NR_176530.1| Dysosmobacter welbionis strain J115 16S ribosomal RNA, partial sequence",2
"gi|645321806|ref|NR_118687.1| Thiothrix nivea DSM 5205 strain JP2 16S ribosomal RNA, partial sequence",2
"gi|1146059197|ref|NR_145929.1| Caproiciproducens galactitolivorans strain BS-1 16S ribosomal RNA, partial sequence",2
"gi|2363084607|ref|NR_180552.1| Foetidibacter luteolus strain YG09 16S ribosomal RNA, partial sequence",2
"gi|631251841|ref|NR_113039.1| Solobacterium moorei strain JCM 10645 16S ribosomal RNA, partial sequence",2
"gi|636559073|ref|NR_115130.1| Solobacterium moorei strain JCM 10645 16S ribosomal RNA, partial sequence",2
"gi|645319937|ref|NR_117265.1| Comamonas zonglianii strain BF-3 16S ribosomal RNA, partial sequence",2
"gi|2136551486|ref|NR_173489.1| Meridianimarinicoccus zhengii strain LMIT002 16S ribosomal RNA, partial sequence",2
"gi|1212229265|ref|NR_148335.1| Roseovarius algicolus strain 4CoA2 16S ribosomal RNA, partial sequence",2
"gi|219846541|ref|NR_026133.1| Novacetimonas hansenii strain NCIB 8746 16S ribosomal RNA, partial sequence",2
"gi|1277396185|ref|NR_151896.1| Anoxybacteroides rupiense strain ATCC BAA-2555 16S ribosomal RNA, partial sequence",2
"gi|343201653|ref|NR_042379.1| Anoxybacteroides rupiense strain R270 16S ribosomal RNA, partial sequence",2
"gi|343201499|ref|NR_042225.1| Anoxybacteroides amylolyticum strain MR3C 16S ribosomal RNA, partial sequence",2
"gi|645319775|ref|NR_117141.1| Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",2
"gi|2621112343|ref|NR_189247.1| Brytella acorum strain LMG 32668 16S ribosomal RNA, partial sequence",2
"gi|1137647772|ref|NR_145554.1| Modestobacter muralis strain MDVD1 16S ribosomal RNA, partial sequence",2
"gi|672239009|ref|NR_125598.1| Gemmobacter megaterium strain CF17 16S ribosomal RNA, partial sequence",2
"gi|1864207172|ref|NR_169467.1| Chelatococcus thermostellatus strain MW9 16S ribosomal RNA, partial sequence",2
"gi|219846319|ref|NR_025909.1| Alistipes putredinis strain ATCC 29800 16S ribosomal RNA, partial sequence",2
"gi|1269235961|ref|NR_136517.2| Methyloversatilis discipulorum strain FAM1 16S ribosomal RNA, complete sequence >gi|1269235999|ref|NR_136516.2| Methyloversatilis discipulorum strain FAM1 16S ribosomal RNA, complete sequence",2
"gi|343205610|ref|NR_043935.1| Pseudomonas chlororaphis subsp. aurantiaca strain NCIB 10068 16S ribosomal RNA, partial sequence",2
"gi|636558538|ref|NR_114595.1| Pseudomonas tolaasii NCPPB 2192 16S ribosomal RNA, partial sequence",2
"gi|1277396271|ref|NR_151982.1| Agathobaculum butyriciproducens strain SR79 16S ribosomal RNA, partial sequence",2
"gi|631252179|ref|NR_113377.1| Veillonella ratti strain JCM 6512 16S ribosomal RNA, partial sequence",2
"gi|1199303361|ref|NR_147712.1| Massilia putida strain 6NM-7 16S ribosomal RNA, partial sequence",2
"gi|2363084784|ref|NR_180640.1| Klebsiella pasteurii strain SPARK836C1 16S ribosomal RNA, complete sequence",2
"gi|1277396287|ref|NR_151998.1| Paracoccus acridae strain SCU-M53 16S ribosomal RNA, partial sequence",2
"gi|1240411921|ref|NR_149253.1| Paracoccus speluncae strain 0911TES13M5 16S ribosomal RNA, partial sequence",2
"gi|645321515|ref|NR_118463.1| Paracoccus siganidrum strain M26 16S ribosomal RNA, partial sequence",2
"gi|659364440|ref|NR_121678.1| Desulfuromonas acetoxidans strain DSM 684 16S ribosomal RNA, partial sequence",2
"gi|2962412233|ref|NR_199427.1| Bacteriovorax antarcticus strain PP10 16S ribosomal RNA, partial sequence",2
"gi|219846181|ref|NR_025771.1| Citricoccus alkalitolerans strain YIM 70010 16S ribosomal RNA, partial sequence",2
"gi|961555189|ref|NR_134158.1| Roseiarcus fermentans strain Pf56 16S ribosomal RNA, partial sequence",2
"gi|1491516041|ref|NR_159239.1| Rhodoplanes azumiensis strain TUT3581 16S ribosomal RNA, partial sequence",2
"gi|2363086961|ref|NR_181737.1| Dietzia massiliensis strain Marseille-Q0999 16S ribosomal RNA, partial sequence",2
"gi|1864207059|ref|NR_169353.1| Variovorax robiniae strain UCM-G35 16S ribosomal RNA, partial sequence",2
"gi|645320374|ref|NR_117594.1| Propionispira paucivorans strain DSM 20756 16S ribosomal RNA, partial sequence",2
"gi|1270533052|ref|NR_102794.2| Enterobacter cloacae strain ATCC 13047 16S ribosomal RNA, complete sequence",2
"gi|1520188702|ref|NR_159912.1| Brevundimonas humi strain CA-15 16S ribosomal RNA, partial sequence",2
"gi|2363081534|ref|NR_179013.1| Apilactobacillus timberlakei strain HV_12 16S ribosomal RNA, partial sequence",2
"gi|1491506709|ref|NR_159092.1| Apilactobacillus micheneri strain 10H 16S ribosomal RNA, partial sequence",2
"gi|1315203989|ref|NR_152658.1| Streptomyces ovatisporus strain S4702 16S ribosomal RNA, partial sequence",2
"gi|2363082841|ref|NR_179669.1| Dialister massiliensis strain Marseille-P5638 16S ribosomal RNA, partial sequence",2
"gi|2363082109|ref|NR_179301.1| Dialister hominis strain 5BBH33 16S ribosomal RNA, partial sequence",2
"gi|343200979|ref|NR_041666.1| Dialister succinatiphilus YIT 11850 16S ribosomal RNA, partial sequence",2
"gi|2363084842|ref|NR_180669.1| Lactococcus protaetiae strain KACC 19320 16S ribosomal RNA, complete sequence",2
"gi|2180566411|ref|NR_174267.1| Lactococcus allomyrinae strain 1JSPR-7 16S ribosomal RNA, complete sequence",2
"gi|2962412275|ref|NR_199469.1| Leuconostoc koreense strain CBA3628 16S ribosomal RNA, complete sequence",2
"gi|2363084407|ref|NR_180451.1| Enterobacter quasihormaechei strain WCHEs120003 16S ribosomal RNA, partial sequence",2
"gi|1909404391|ref|NR_170445.1| Oleiliquidispirillum nitrogeniifigens strain 64-1 16S ribosomal RNA, partial sequence",2
"gi|1679775917|ref|NR_163639.1| Veillonella infantium strain T11011-4 16S ribosomal RNA, partial sequence",2
"gi|219878404|ref|NR_025543.1| Thermoleophilum album strain HS-5 16S ribosomal RNA, partial sequence",2
"gi|2363082671|ref|NR_179583.1| Bacteroides togonis strain Marseille-P3166 16S ribosomal RNA, partial sequence",2
"gi|848212602|ref|NR_132298.1| Chiayiivirga flava strain CC-YHH031 16S ribosomal RNA, partial sequence",2
"gi|219846470|ref|NR_026062.1| Methylocaldum tepidum strain LK6 16S ribosomal RNA, partial sequence",2
"gi|636559554|ref|NR_115614.1| Erythrobacter tepidarius strain OT3 16S ribosomal RNA, partial sequence",2
"gi|310975255|ref|NR_037119.1| Acidisphaera rubrifaciens strain HS-AP3 16S ribosomal RNA, partial sequence",2
"gi|2363086308|ref|NR_181406.1| Diplocloster modestus strain ASD4241 16S ribosomal RNA, complete sequence",2
"gi|343205831|ref|NR_044277.1| Novosphingobium indicum strain H25 16S ribosomal RNA, partial sequence",2
"gi|2363083915|ref|NR_180206.1| Sphingomonas gilva strain ZDH117 16S ribosomal RNA, partial sequence",2
"gi|1230874670|ref|NR_148831.1| Nocardioides zeicaulis strain JM-601 16S ribosomal RNA, partial sequence",2
"gi|2221405427|ref|NR_175520.1| Massilia puerhi strain SJY3 16S ribosomal RNA, partial sequence",2
"gi|2363081772|ref|NR_179132.1| Paraburkholderia panacihumi strain DCY115 16S ribosomal RNA, partial sequence",2
"gi|219846872|ref|NR_026464.1| Ferribacterium limneticum strain cda-1 16S ribosomal RNA, partial sequence",2
"gi|470466396|ref|NR_074119.1| Phenylobacterium zucineum HLK1 16S ribosomal RNA, partial sequence",2
"gi|219856892|ref|NR_024711.1| Delftia acidovorans strain IAM 12409 16S ribosomal RNA, partial sequence",2
"gi|636558410|ref|NR_114466.1| Delftia acidovorans strain ACM 489 16S ribosomal RNA, partial sequence",2
"gi|228719712|ref|NR_027584.1| Acidimicrobium ferrooxidans strain DSM 10331 16S ribosomal RNA, partial sequence",2
"gi|219846540|ref|NR_026132.1| Gluconacetobacter liquefaciens strain IFO 12388 16S ribosomal RNA, partial sequence",2
"gi|631252165|ref|NR_113363.1| Gluconacetobacter tumulicola strain K5929-2-1b 16S ribosomal RNA, partial sequence",2
"gi|961555000|ref|NR_133967.1| Arenimonas maotaiensis strain YT8 16S ribosomal RNA, partial sequence",2
"gi|645320959|ref|NR_118041.1| Noviherbaspirillum soli strain SUEMI10 16S ribosomal RNA, partial sequence",2
"gi|2363085585|ref|NR_181045.1| Xylophilus rhododendri strain KACC 21265 16S ribosomal RNA, complete sequence",2
"gi|2363083291|ref|NR_179894.1| Simplicispira lacusdiani strain CPCC 100842 16S ribosomal RNA, partial sequence",2
"gi|2621112357|ref|NR_189261.1| Fontisphaera persica strain B-154 16S ribosomal RNA, complete sequence",2
"gi|631253057|ref|NR_114255.1| Sediminibacterium salmoneum NBRC 103935 16S ribosomal RNA, partial sequence",2
"gi|1040567013|ref|NR_137362.1| Lysinibacter cavernae strain CC5-806 16S ribosomal RNA, partial sequence",2
"gi|636560783|ref|NR_116843.1| Microbacterium pseudoresistens strain CC-005209 16S ribosomal RNA, partial sequence",2
"gi|2363081272|ref|NR_178880.1| Microcella flavibacter strain WY83 16S ribosomal RNA, partial sequence",2
"gi|1520188667|ref|NR_159891.1| Terrimonas soli strain FL-8 16S ribosomal RNA, partial sequence",2
"gi|228720470|ref|NR_027592.1| Thomasclavelia spiroformis strain DSM 1552 16S ribosomal RNA, partial sequence",2
"gi|2363084354|ref|NR_180425.1| Xylanimonas allomyrinae strain 2JSPR-7 16S ribosomal RNA, complete sequence",2
"gi|2180566448|ref|NR_174296.1| Bradyrhizobium australiense strain CNPSO:4014 16S ribosomal RNA, partial sequence",2
"gi|1953646592|ref|NR_171451.1| Phenylobacterium parvum strain HYN0004 16S ribosomal RNA, partial sequence",2
"gi|1779814909|ref|NR_164984.1| Cryobacterium tepidiphilum strain NEAU-85 16S ribosomal RNA, partial sequence",2
"gi|310974936|ref|NR_036800.1| Mediterraneibacter gnavus ATCC 29149 16S ribosomal RNA, partial sequence",2
"gi|645320257|ref|NR_117506.1| Bifidobacterium longum strain KCTC 3128 16S ribosomal RNA, partial sequence",2
"gi|253680761|ref|NR_028009.1| Pannonibacter phragmitetus strain C6-19 16S ribosomal RNA, partial sequence",2
"gi|2363081590|ref|NR_179041.1| Pannonibacter carbonis strain Q4.6 16S ribosomal RNA, partial sequence",2
"gi|961555024|ref|NR_133991.1| Caballeronia jiangsuensis strain MP-1 16S ribosomal RNA, partial sequence",2
"gi|2363086282|ref|NR_181393.1| Jutongia hominis strain BX3 16S ribosomal RNA, partial sequence",2
"gi|2363086284|ref|NR_181394.1| Jutongia huaianensis strain NSJ-37 16S ribosomal RNA, partial sequence",2
"gi|2363084984|ref|NR_180740.1| Hymenobacter busanensis strain MA3 16S ribosomal RNA, partial sequence",2
"gi|645320305|ref|NR_117542.1| Caloramator mitchellensis strain VF08 16S ribosomal RNA, partial sequence",2
"gi|631251966|ref|NR_113164.1| Collinsella stercoris strain JCM 10641 16S ribosomal RNA, partial sequence",2
"gi|2136551510|ref|NR_173513.1| Niveitalea solisilvae strain 6-4 16S ribosomal RNA, partial sequence",2
"gi|343203040|ref|NR_043576.1| Geobacter pickeringii strain G13 16S ribosomal RNA, partial sequence",2
"gi|2363082519|ref|NR_179506.1| Olsenella timonensis strain Marseille-P2300 16S ribosomal RNA, partial sequence",2
"gi|2136551594|ref|NR_173597.1| Anaerotalea alkaliphila strain F-3ap 16S ribosomal RNA, partial sequence",2
"gi|2363085625|ref|NR_181065.1| Isachenkonia alkalipeptolytica strain Z-1701 16S ribosomal RNA, partial sequence",2
"gi|343203380|ref|NR_043664.1| Tindallia texcoconensis strain IMP-300 16S ribosomal RNA, partial sequence",2
"gi|343203027|ref|NR_043551.1| Lactonifactor longoviformis strain ED-Mt61/PYG-s6 16S ribosomal RNA, partial sequence",2
"gi|219846061|ref|NR_025651.1| Anaerotignum lactatifermentans strain G17 16S ribosomal RNA, partial sequence",2
"gi|2363080964|ref|NR_178725.1| Bacillus weihaiensis strain Alg07 16S ribosomal RNA, partial sequence",2
"gi|265678322|ref|NR_028624.1| Ectobacillus funiculus strain NAF001 16S ribosomal RNA, partial sequence",2
"gi|343202688|ref|NR_043101.1| Sporacetigenium mesophilum strain ZLJ115 16S ribosomal RNA, partial sequence",2
"gi|343200816|ref|NR_041503.1| Olivibacter soli strain Gsoil 034 16S ribosomal RNA, partial sequence",2
"gi|636558916|ref|NR_114973.1| Thiocystis cadagnonensis strain Cad448 16S ribosomal RNA, partial sequence",2
"gi|636558917|ref|NR_114974.1| Thiocystis chemoclinalis strain CadH11 16S ribosomal RNA, partial sequence",2
"gi|631251981|ref|NR_113179.1| Acidipila rosea strain AP8 16S ribosomal RNA, partial sequence",2
"gi|636560384|ref|NR_116444.1| Acidicapsa ligni strain WH120 16S ribosomal RNA, partial sequence",2
"gi|2363087407|ref|NR_181960.1| Snodgrassella gandavensis strain LMG 30236 16S ribosomal RNA, partial sequence",2
"gi|2363087259|ref|NR_181885.1| Hominisplanchenecus faecis strain CLA-AA-H246 16S ribosomal RNA, partial sequence",2
"gi|219857407|ref|NR_024995.1| Clostridium putrefaciens strain DSM 1291 16S ribosomal RNA, partial sequence",2
"gi|631252126|ref|NR_113324.1| Clostridium putrefaciens strain JCM 1431 16S ribosomal RNA, partial sequence",2
"gi|343199086|ref|NR_044521.1| Ideonella azotifigens strain 1a22 16S ribosomal RNA, partial sequence",2
"gi|2363082765|ref|NR_179631.1| Corynebacterium dentalis strain Marseille-P4122 16S ribosomal RNA, partial sequence",2
"gi|1270541534|ref|NR_103952.2| Spiribacter salinus M19-40 16S ribosomal RNA, partial sequence",2
"gi|1269235725|ref|NR_145955.2| Spiribacter curvatus strain UAH-SP71 16S ribosomal RNA, complete sequence",2
"gi|566085123|ref|NR_108863.1| Arsenicicoccus dermatophilus strain KM 894/11 16S ribosomal RNA, partial sequence",2
"gi|645320620|ref|NR_117782.1| Ferrovum myxofaciens strain P3G 16S ribosomal RNA, partial sequence",2
"gi|631251544|ref|NR_112741.1| Limnobacter litoralis strain KP1-19 16S ribosomal RNA, partial sequence",2
"gi|631253093|ref|NR_114291.1| Limnobacter litoralis strain NBRC 105857 16S ribosomal RNA, partial sequence",2
"gi|219878282|ref|NR_025421.1| Limnobacter thiooxidans strain CS-K2 16S ribosomal RNA, partial sequence",2
"gi|2363085002|ref|NR_180749.1| Nocardioides luti strain KIGAM211 16S ribosomal RNA, partial sequence",2
"gi|631251553|ref|NR_112750.1| Paenochrobactrum glaciei strain Pi 26 16S ribosomal RNA, partial sequence",2
"gi|343201691|ref|NR_042417.1| Brucella oryzae strain MTCC 4195 16S ribosomal RNA, partial sequence",2
"gi|1230874615|ref|NR_148775.1| Phycicoccus endophyticus strain IP6SC6 16S ribosomal RNA, partial sequence",2
"gi|219857388|ref|NR_024976.1| Nostocoides japonicum strain T1-X7 16S ribosomal RNA, partial sequence",2
"gi|2962412284|ref|NR_199478.1| Methylobacterium litchii strain SD21 16S ribosomal RNA, partial sequence",2
"gi|2836274946|ref|NR_197709.1| Methylobacterium amylolyticum strain NEAU-140 16S ribosomal RNA, partial sequence",2
"gi|343201558|ref|NR_042284.1| Staphylococcus pseudintermedius strain ON 86 16S ribosomal RNA, partial sequence",2
"gi|586661744|ref|NR_044869.2| Bradyrhizobium lupini strain DSM 30140 16S ribosomal RNA, partial sequence",2
"gi|228719618|ref|NR_027583.1| Thermobispora bispora strain DSM 43833 16S ribosomal RNA, partial sequence",2
"gi|959494942|ref|NR_133803.1| Ottowia beijingensis strain GCS-AN-3 16S ribosomal RNA, partial sequence",2
"gi|343203506|ref|NR_043677.1| Chitinimonas koreensis strain R2A43-10 16S ribosomal RNA, partial sequence",2
"gi|343201716|ref|NR_042442.1| Secundilactobacillus malefermentans strain DSM 5705 16S ribosomal RNA, partial sequence",2
"gi|1909404447|ref|NR_170502.1| Periweissella cryptocerci strain 26KH-42 16S ribosomal RNA, complete sequence",2
"gi|343200216|ref|NR_040903.1| Macromonas bipunctata strain IAM 14880 16S ribosomal RNA, partial sequence",2
"gi|265678411|ref|NR_028713.1| Curvibacter delicatus strain 146 16S ribosomal RNA, partial sequence",2
"gi|343204186|ref|NR_043749.1| Salinicoccus luteus strain YIM 70202 16S ribosomal RNA, partial sequence",2
"gi|2363081868|ref|NR_179180.1| Sulfuriferula multivorans strain TTN 16S ribosomal RNA, partial sequence",2
"gi|2296162969|ref|NR_177918.1| Sphaerospermopsis reniformis 16S ribosomal RNA, partial sequence",2
"gi|265678733|ref|NR_029038.1| Paracoccus yeei strain G1212 16S ribosomal RNA, partial sequence",2
"gi|2363082392|ref|NR_179443.1| Peptoniphilus raoultii strain KHD4 16S ribosomal RNA, partial sequence",2
"gi|1315203993|ref|NR_152662.1| Arvibacter flaviflagrans strain C-1-16 16S ribosomal RNA, partial sequence",2
"gi|1116030288|ref|NR_144746.1| Marseilla massiliensis strain Marseille-P2475 16S ribosomal RNA, partial sequence",2
"gi|2363083927|ref|NR_180212.1| Paraflavitalea soli strain 5GH32-13 16S ribosomal RNA, complete sequence",2
"gi|343198675|ref|NR_043249.1| Denitratisoma oestradiolicum strain AcBE2-1 16S ribosomal RNA, partial sequence",2
"gi|1953646652|ref|NR_171480.1| Lysobacter silvisoli strain zong2l5 16S ribosomal RNA, partial sequence",2
"gi|2363080583|ref|NR_178532.1| Lysobacter psychrotolerans strain ZS60 16S ribosomal RNA, partial sequence",2
"gi|343199051|ref|NR_044429.1| Geoalkalibacter subterraneus strain Red1 16S ribosomal RNA, partial sequence",2
"gi|2363082382|ref|NR_179438.1| Brachybacterium massiliense strain MT5 16S ribosomal RNA, partial sequence",2
"gi|566085320|ref|NR_109319.1| Pseudoduganella lurida strain D5 16S ribosomal RNA, partial sequence",2
"gi|444439397|ref|NR_074712.1| Kosmotoga olearia TBF 19.5.1 16S ribosomal RNA, partial sequence",2
"gi|2363085434|ref|NR_180965.1| Bifidobacterium saimiriisciurei strain SMA1 16S ribosomal RNA, complete sequence",2
"gi|1441204323|ref|NR_157738.1| Chengkuizengella sediminis strain J15A17 16S ribosomal RNA, partial sequence",2
"gi|1397641797|ref|NR_156906.1| Abyssicoccus albus strain S31 16S ribosomal RNA, partial sequence",2
"gi|219846602|ref|NR_026194.1| Paenarthrobacter nicotinovorans strain DSM 420 16S ribosomal RNA, partial sequence",1
"gi|1909404448|ref|NR_170503.1| Amycolatopsis suaedae strain 8-3EHSu 16S ribosomal RNA, partial sequence",1
"gi|2363085322|ref|NR_180909.1| Arthrobacter wenxiniae strain AETb3-4 16S ribosomal RNA, partial sequence",1
"gi|2363085097|ref|NR_180797.1| Clostridium porci strain WCA-389-WT-23D1 16S ribosomal RNA, partial sequence",1
"gi|645322161|ref|NR_118972.1| Bacillus subtilis strain NCDO 1769 16S ribosomal RNA, partial sequence",1
"gi|228716557|ref|NR_027552.1| Bacillus subtilis strain DSM 10 16S ribosomal RNA, partial sequence",1
"gi|1269801543|ref|NR_074802.2| Bifidobacterium adolescentis ATCC 15703 16S ribosomal RNA, complete sequence",1
"gi|672238917|ref|NR_125506.1| Caballeronia humi strain RA1-5 16S ribosomal RNA, partial sequence",1
"gi|343201701|ref|NR_042427.1| Paenacidovorax caeni strain R-24608 16S ribosomal RNA, partial sequence",1
"gi|961555015|ref|NR_133982.1| Bifidobacterium adolescentis strain CU3-7 16S ribosomal RNA, partial sequence",1
"gi|645321680|ref|NR_118589.1| Bifidobacterium adolescentis JCM 15918 strain Eg1 16S ribosomal RNA, partial sequence",1
"gi|961555256|ref|NR_134225.1| Variibacter gotjawalensis strain GJW-30 16S ribosomal RNA, partial sequence",1
"gi|1445135970|ref|NR_158009.1| Phreatobacter stygius strain YC6-17 16S ribosomal RNA, partial sequence",1
"gi|2363086816|ref|NR_181665.1| Alicyclobacillus fructus strain FSL-W10-0059 16S ribosomal RNA, partial sequence",1
"gi|631250918|ref|NR_112115.1| Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446 strain ATCC 27009 16S ribosomal RNA, partial sequence",1
"gi|310975069|ref|NR_036933.1| Alicyclobacillus acidocaldarius strain 104-1A 16S ribosomal RNA, partial sequence",1
"gi|672239116|ref|NR_125705.1| Aggregicoccus edonensis strain MCy1366 16S ribosomal RNA, partial sequence",1
"gi|631251633|ref|NR_112831.1| Streptococcus dentapri strain NUM 1529 16S ribosomal RNA, partial sequence",1
"gi|1227086164|ref|NR_148643.1| Acinetobacter equi strain 114 16S ribosomal RNA, partial sequence",1
"gi|645322235|ref|NR_119034.1| Asaccharospora irregularis DSM 2635 16S ribosomal RNA, partial sequence",1
"gi|2363081240|ref|NR_178864.1| Romboutsia hominis strain FRIFI 16S ribosomal RNA, partial sequence",1
"gi|2221405403|ref|NR_175509.1| Prevotella vespertina strain A2879 16S ribosomal RNA, partial sequence",1
"gi|631251926|ref|NR_113124.1| Prevotella veroralis strain JCM 6290 16S ribosomal RNA, partial sequence",1
"gi|265678843|ref|NR_029148.1| Prevotella veroralis strain ATCC 33779 16S ribosomal RNA, partial sequence",1
"gi|645320415|ref|NR_117626.1| Acinetobacter guillouiae strain ATCC 11171 16S ribosomal RNA, partial sequence",1
"gi|645320414|ref|NR_117625.1| Acinetobacter bereziniae strain ATCC 17924 16S ribosomal RNA, partial sequence",1
"gi|645319820|ref|NR_117179.1| Hippea alviniae strain EP5-r 16S ribosomal RNA, partial sequence",1
"gi|2363085296|ref|NR_180896.1| Massilia frigida strain CCM 8695 16S ribosomal RNA, partial sequence",1
"gi|2363085294|ref|NR_180895.1| Massilia mucilaginosa strain CCM 8733 16S ribosomal RNA, partial sequence",1
"gi|2363085292|ref|NR_180894.1| Massilia aquatica strain CCM 8693 16S ribosomal RNA, partial sequence",1
"gi|566085590|ref|NR_109670.1| Glaciimonas singularis strain A2-57 16S ribosomal RNA, partial sequence",1
"gi|444303960|ref|NR_074383.1| Anaerolinea thermophila strain UNI-1 16S ribosomal RNA, partial sequence",1
"gi|310974954|ref|NR_036818.1| Anaerolinea thermophila strain UNI-1 16S ribosomal RNA, partial sequence",1
"gi|343200182|ref|NR_040869.1| Cupriavidus laharis strain 1263a 16S ribosomal RNA, partial sequence",1
"gi|636559473|ref|NR_115533.1| Fuscovulum blasticum DSM 2131 strain ATCC 33485 16S ribosomal RNA, partial sequence",1
"gi|636560404|ref|NR_116464.1| Desertibacter roseus strain 2622 16S ribosomal RNA, partial sequence",1
"gi|2363081798|ref|NR_179145.1| Acinetobacter wuhouensis strain WCHA60 16S ribosomal RNA, partial sequence",1
"gi|1150406772|ref|NR_146026.1| Tellurimicrobium multivorans strain Ac_18_E7 16S ribosomal RNA, partial sequence",1
"gi|1150406768|ref|NR_146022.1| Stenotrophobacter roseus strain Ac_15_C4 16S ribosomal RNA, partial sequence",1
"gi|1150406767|ref|NR_146021.1| Stenotrophobacter namibiensis strain Ac_17_F2 16S ribosomal RNA, partial sequence",1
"gi|2363081389|ref|NR_178941.1| Reichenbachiella versicolor strain DC003 16S ribosomal RNA, partial sequence",1
"gi|343200766|ref|NR_041453.1| Sediminitomix flava strain Mok-1-85 16S ribosomal RNA, partial sequence",1
"gi|631252812|ref|NR_114010.1| Sediminitomix flava strain NBRC 101625 16S ribosomal RNA, partial sequence",1
"gi|1491514509|ref|NR_159164.1| Asprobacter aquaticus strain DRW22-8 16S ribosomal RNA, partial sequence",1
"gi|265678936|ref|NR_029244.1| Methylomicrobium album BG8 16S ribosomal RNA, partial sequence",1
"gi|2363085440|ref|NR_180968.1| Methylococcus geothermalis strain IM1 16S ribosomal RNA, complete sequence",1
"gi|265678934|ref|NR_029242.1| Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence",1
"gi|1269801498|ref|NR_075044.2| Symbiobacterium thermophilum strain IAM 14863 16S ribosomal RNA, complete sequence",1
"gi|961555239|ref|NR_134208.1| Symbiobacterium ostreiconchae strain KY38 16S ribosomal RNA, partial sequence",1
"gi|343198689|ref|NR_043281.1| Thermaerobacter litoralis strain KW1 16S ribosomal RNA, partial sequence",1
"gi|343200096|ref|NR_040783.1| Bifidobacterium breve DSM 20213 = JCM 1192 16S ribosomal RNA, partial sequence",1
"gi|631251581|ref|NR_112779.1| Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854 strain HM2-2 16S ribosomal RNA, partial sequence",1
"gi|631251743|ref|NR_112941.1| Bacteroides propionicifaciens strain JCM 14649 16S ribosomal RNA, partial sequence",1
"gi|219846621|ref|NR_026213.1| Corynebacterium xerosis strain ATCC 373 16S ribosomal RNA, partial sequence",1
"gi|645322430|ref|NR_119180.1| Corynebacterium xerosis strain DSM 20743 16S ribosomal RNA, partial sequence",1
"gi|343202417|ref|NR_042703.1| Corynebacterium hansenii strain C-138 16S ribosomal RNA, partial sequence",1
"gi|219846423|ref|NR_026014.1| Massilia timonae strain UR/MT95 16S ribosomal RNA, partial sequence",1
"gi|1909404396|ref|NR_170450.1| Azospirillum thermophilum strain CFH 70021 16S ribosomal RNA, partial sequence",1
"gi|1150406795|ref|NR_146049.1| Streptomonospora tuzyakensis strain BN506 16S ribosomal RNA, partial sequence",1
