organism,count
"gi|636559021|ref|NR_115078.1| Melittangium lichenicola strain ATCC 25944 16S ribosomal RNA, partial sequence",2
"gi|1779814861|ref|NR_164936.1| Mucilaginibacter xinganensis strain BJC16-A31 16S ribosomal RNA, partial sequence",2
"gi|343202369|ref|NR_042655.1| Ancylobacter oerskovii strain NS05 16S ribosomal RNA, partial sequence",2
"gi|2221405375|ref|NR_175497.1| Paraglaciecola marina strain D3211 16S ribosomal RNA, partial sequence",2
"gi|636558990|ref|NR_115047.1| Thiohalocapsa marina strain JA142 16S ribosomal RNA, partial sequence",2
"gi|566085516|ref|NR_109586.1| Jatrophihabitans endophyticus strain S9-650 16S ribosomal RNA, partial sequence",2
"gi|343200678|ref|NR_041365.1| Solirubrobacter soli strain Gsoil 355 16S ribosomal RNA, partial sequence",2
"gi|631251907|ref|NR_113105.1| Prevotella histicola strain JCM 15637 16S ribosomal RNA, partial sequence",2
"gi|343199048|ref|NR_044407.1| Prevotella histicola strain T05-04 16S ribosomal RNA, partial sequence",2
"gi|566084802|ref|NR_108141.1| Kaistia geumhonensis strain B1-1 16S ribosomal RNA, partial sequence",2
"gi|343205847|ref|NR_044302.1| Kaistia soli strain 5YN9-8 16S ribosomal RNA, partial sequence",2
"gi|2363083297|ref|NR_179897.1| Kaistia algarum strain LYH11 16S ribosomal RNA, partial sequence",2
"gi|631252545|ref|NR_113743.1| Paramagnetospirillum magnetotacticum strain NBRC 15272 16S ribosomal RNA, partial sequence",2
"gi|1909404401|ref|NR_170455.1| Cryobacterium soli strain GCJ02 16S ribosomal RNA, partial sequence",2
"gi|343203098|ref|NR_043613.1| Flavobacterium soli strain DS-6 16S ribosomal RNA, partial sequence",2
"gi|2836274993|ref|NR_197756.1| Flavobacterium maritimum strain SYSU M80005 16S ribosomal RNA, partial sequence",2
"gi|2363084431|ref|NR_180463.1| Bacteroides luhongzhouii strain HF-5141 16S ribosomal RNA, partial sequence",2
"gi|2363081134|ref|NR_178810.1| Pararobbsia silviterrae strain DHC34 16S ribosomal RNA, partial sequence",2
"gi|1227086146|ref|NR_148634.1| Glaciimonas frigoris strain N1-38 16S ribosomal RNA, partial sequence",2
"gi|444439585|ref|NR_074900.1| Desulfomicrobium baculatum DSM 4028 16S ribosomal RNA, partial sequence",2
"gi|343200715|ref|NR_041402.1| Sinomonas echigonensis strain LC10 16S ribosomal RNA, partial sequence",2
"gi|645320493|ref|NR_117686.1| Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence",2
"gi|645320492|ref|NR_117685.1| Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence",2
"gi|2363081288|ref|NR_178888.1| Arthrobacter deserti strain YIM CS25 16S ribosomal RNA, partial sequence",2
"gi|2363083802|ref|NR_180149.1| Euzebya pacifica strain DY32-46 16S ribosomal RNA, partial sequence",2
"gi|2363081104|ref|NR_178795.1| Euzebya pacifica strain DY32-46 16S ribosomal RNA, partial sequence",2
"gi|2363081868|ref|NR_179180.1| Sulfuriferula multivorans strain TTN 16S ribosomal RNA, partial sequence",2
"gi|961555036|ref|NR_134003.1| Chryseomicrobium aureum strain BUT-2 16S ribosomal RNA, partial sequence",2
"gi|1277396274|ref|NR_151985.1| Chryseomicrobium palamuruense strain PU1 16S ribosomal RNA, partial sequence",2
"gi|566084911|ref|NR_108459.1| Chryseomicrobium amylolyticum strain JC16 16S ribosomal RNA, partial sequence",2
"gi|645320323|ref|NR_117555.1| Peptoniphilus tyrrelliae strain RMA 19911 16S ribosomal RNA, partial sequence",2
"gi|1230874603|ref|NR_148763.1| Pseudomonas helleri strain DSM 29165 16S ribosomal RNA, partial sequence",2
"gi|566085469|ref|NR_109518.1| Lutibacter agarilyticus strain KYW566 16S ribosomal RNA, partial sequence",2
"gi|645320536|ref|NR_117719.1| Streptococcus oralis subsp. dentisani strain 7747 16S ribosomal RNA, partial sequence",2
"gi|645320411|ref|NR_117622.1| Acinetobacter haemolyticus strain ATCC 17906 16S ribosomal RNA, partial sequence",2
"gi|559795199|ref|NR_104788.1| Hydrogenophilus hirschii strain Yel5a 16S ribosomal RNA, partial sequence",2
"gi|1679775893|ref|NR_163615.1| Blastococcus xanthinilyticus strain BMG 862 16S ribosomal RNA, partial sequence",2
"gi|2363083558|ref|NR_180027.1| Blastococcus litoris strain GP-S2-8 16S ribosomal RNA, partial sequence",2
"gi|219857249|ref|NR_024879.1| Mesorhizobium amorphae strain ACCC 19665 16S ribosomal RNA, partial sequence",2
"gi|343200096|ref|NR_040783.1| Bifidobacterium breve DSM 20213 = JCM 1192 16S ribosomal RNA, partial sequence",2
"gi|1230874607|ref|NR_148767.1| Izhakiella capsodis strain N6PO6 16S ribosomal RNA, partial sequence",2
"gi|2363081188|ref|NR_178837.1| Variovorax gossypii strain JM-310 16S ribosomal RNA, partial sequence",2
"gi|343201612|ref|NR_042338.1| Bacillus aerius strain 24K 16S ribosomal RNA, partial sequence",2
"gi|2363081798|ref|NR_179145.1| Acinetobacter wuhouensis strain WCHA60 16S ribosomal RNA, partial sequence",2
"gi|636559242|ref|NR_115299.1| Acinetobacter seohaensis strain SW-100 16S ribosomal RNA, partial sequence",2
"gi|645321810|ref|NR_118690.1| Mediterraneibacter gnavus ATCC 29149 16S ribosomal RNA, partial sequence",2
"gi|1445135970|ref|NR_158009.1| Phreatobacter stygius strain YC6-17 16S ribosomal RNA, partial sequence",2
"gi|310975182|ref|NR_037046.1| Staphylococcus ureilyticus strain CK27 16S ribosomal RNA, partial sequence",2
"gi|219856845|ref|NR_024664.1| Staphylococcus arlettae strain ATCC 43957 16S ribosomal RNA, partial sequence",2
"gi|310975038|ref|NR_036902.1| Staphylococcus cohnii strain GH 137 16S ribosomal RNA, partial sequence",2
"gi|265678627|ref|NR_028932.1| Knoellia subterranea strain HKI 0120 16S ribosomal RNA, partial sequence",2
"gi|265678626|ref|NR_028931.1| Knoellia sinensis strain HKI 0119 16S ribosomal RNA, partial sequence",2
"gi|2363086308|ref|NR_181406.1| Diplocloster modestus strain ASD4241 16S ribosomal RNA, complete sequence",2
"gi|2363086218|ref|NR_181361.1| Undibacterium rugosum strain CY7W 16S ribosomal RNA, partial sequence",2
"gi|2836274979|ref|NR_197742.1| Hyphobacterium marinum strain Y60-23 16S ribosomal RNA, complete sequence",2
"gi|343201255|ref|NR_041981.1| Kofleria flava strain Pl vt1 16S ribosomal RNA, partial sequence",2
"gi|219857153|ref|NR_024781.1| Haliangium tepidum strain SMP-10 16S ribosomal RNA, partial sequence",2
"gi|1237084016|ref|NR_042754.2| Geothermobacter ehrlichii strain SS015 16S ribosomal RNA, partial sequence",2
"gi|343199079|ref|NR_044507.1| Lactobacillus taiwanensis strain BCRC 17755 16S ribosomal RNA, partial sequence",2
"gi|1269801497|ref|NR_075051.2| Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, complete sequence",2
"gi|343201605|ref|NR_042331.1| Corallococcus macrosporus strain DSM 14697 16S ribosomal RNA, partial sequence >gi|636558660|ref|NR_114717.1| Corallococcus macrosporus strain Cc m8 16S ribosomal RNA, partial sequence",2
"gi|343201384|ref|NR_042110.1| Allobaculum stercoricanis DSM 13633 16S ribosomal RNA, partial sequence",2
"gi|2363085159|ref|NR_180828.1| Floccifex porci strain LKV-178-WT-2G 16S ribosomal RNA, partial sequence",2
"gi|265678482|ref|NR_028785.1| [Clostridium] scindens strain ATCC 35704 16S ribosomal RNA, partial sequence",2
"gi|631250855|ref|NR_112051.1| [Clostridium] scindens strain JCM 6567 16S ribosomal RNA, partial sequence",2
"gi|645322565|ref|NR_119285.1| [Clostridium] scindens strain DSM 5676 16S ribosomal RNA, partial sequence",2
"gi|219878122|ref|NR_025261.1| Nocardioides aquiterrae strain GW-9 16S ribosomal RNA, partial sequence",2
"gi|2363087363|ref|NR_181938.1| Nocardioides alcanivorans strain NGK65 16S ribosomal RNA, complete sequence",2
"gi|631252570|ref|NR_113768.1| Brevibacillus centrosporus strain NBRC 15540 16S ribosomal RNA, partial sequence",2
"gi|631251014|ref|NR_112211.1| Brevibacillus centrosporus strain DSM 8445 16S ribosomal RNA, partial sequence",2
"gi|343202920|ref|NR_043414.1| Brevibacillus centrosporus strain NRRL NRS-664 16S ribosomal RNA, partial sequence",2
"gi|2363086496|ref|NR_181502.1| Staphylococcus durrellii strain 27_4_6_LY 16S ribosomal RNA, partial sequence",2
"gi|2363086494|ref|NR_181501.1| Staphylococcus lloydii strain 23_2_7_LY 16S ribosomal RNA, partial sequence",2
"gi|219856848|ref|NR_024667.1| Staphylococcus kloosii strain ATCC 43959 16S ribosomal RNA, partial sequence",2
"gi|566085056|ref|NR_108679.1| Algoriphagus faecimaris strain LYX05 16S ribosomal RNA, partial sequence",2
"gi|1277396361|ref|NR_152074.1| Shinella curvata strain C3 16S ribosomal RNA, partial sequence",2
"gi|636558420|ref|NR_114476.1| Pseudomonas fluorescens strain ATCC 13525 16S ribosomal RNA, partial sequence",2
"gi|699005310|ref|NR_126179.1| Clostridium swellfunianum strain S11-3-10 16S ribosomal RNA, partial sequence",2
"gi|559795273|ref|NR_104864.1| Archangium disciforme strain CMU 1 16S ribosomal RNA, partial sequence",2
"gi|1227086164|ref|NR_148643.1| Acinetobacter equi strain 114 16S ribosomal RNA, partial sequence",2
"gi|645319596|ref|NR_116987.1| Geobacillus stearothermophilus strain R-35646 16S ribosomal RNA, partial sequence",2
"gi|343201646|ref|NR_042372.1| Sphingomonas desiccabilis strain CP1D 16S ribosomal RNA, partial sequence",2
"gi|1864207086|ref|NR_169380.1| Sphingomonas mohensis strain Z6 16S ribosomal RNA, partial sequence",2
"gi|2621112356|ref|NR_189260.1| Aurantibacillus circumpalustris strain Swamp196 16S ribosomal RNA, partial sequence",2
"gi|507148059|ref|NR_102866.1| Cytophaga hutchinsonii ATCC 33406 16S ribosomal RNA, partial sequence",2
"gi|2363080033|ref|NR_178233.1| Polaromonas ginsengisoli strain Gsoil 115 16S ribosomal RNA, partial sequence",2
"gi|219846367|ref|NR_025958.1| Polaromonas vacuolata strain 34-P 16S ribosomal RNA, partial sequence",2
"gi|1246951763|ref|NR_149767.1| Polaromonas eurypsychrophila strain B717-2 16S ribosomal RNA, partial sequence",2
"gi|343198427|ref|NR_041798.1| Ferrimicrobium acidiphilum strain T23 16S ribosomal RNA, partial sequence",2
"gi|631252929|ref|NR_114127.1| Derxia gummosa strain NBRC 102506 16S ribosomal RNA, partial sequence",2
"gi|1679775917|ref|NR_163639.1| Veillonella infantium strain T11011-4 16S ribosomal RNA, partial sequence",2
"gi|444439665|ref|NR_074980.1| Veillonella parvula DSM 2008 16S ribosomal RNA, partial sequence",2
"gi|631251833|ref|NR_113031.1| Veillonella parvula strain JCM 12972 16S ribosomal RNA, partial sequence",2
"gi|2363082168|ref|NR_179330.1| Vescimonas coprocola strain MM50 16S ribosomal RNA, partial sequence",2
"gi|2363086940|ref|NR_181727.1| Pseudaquidulcibacter saccharophilus strain SZ9 16S ribosomal RNA, partial sequence",2
"gi|1397641753|ref|NR_156862.1| Aquidulcibacter paucihalophilus strain TH1-2 16S ribosomal RNA, partial sequence",2
"gi|343202650|ref|NR_043036.1| Bradyrhizobium jicamae strain PAC68 16S ribosomal RNA, partial sequence",2
"gi|645321795|ref|NR_118678.1| Rickettsia sibirica strain 246 16S ribosomal RNA, partial sequence",2
"gi|636558393|ref|NR_114449.1| Rickettsia honei strain RB 16S ribosomal RNA, partial sequence",2
"gi|219846376|ref|NR_025967.1| Rickettsia honei strain RB 16S ribosomal RNA, partial sequence",2
"gi|636560176|ref|NR_116236.1| Marinomonas aquiplantarum strain IVIA-Po-159 16S ribosomal RNA, partial sequence",2
"gi|636560175|ref|NR_116235.1| Marinomonas posidonica IVIA-Po-181 16S ribosomal RNA, partial sequence",2
"gi|1240411875|ref|NR_149206.1| Enterovirga rhinocerotis strain YIM 100770 16S ribosomal RNA, partial sequence",2
"gi|343205594|ref|NR_043923.1| Nisaea denitrificans DSM 18348 strain DR41_21 16S ribosomal RNA, partial sequence",2
"gi|631253110|ref|NR_114308.1| Brevundimonas abyssalis TAR-001 16S ribosomal RNA, partial sequence",2
"gi|2363085075|ref|NR_180786.1| Shouchella miscanthi strain AK13 16S ribosomal RNA, complete sequence",2
"gi|219857206|ref|NR_024834.1| Thiobacter subterraneus strain C55 16S ribosomal RNA, partial sequence",2
"gi|343201692|ref|NR_042418.1| Tepidimonas thermarum strain AA-1 16S ribosomal RNA, partial sequence",2
"gi|2221405397|ref|NR_175507.1| Tepidiphilus olei strain J-18 16S ribosomal RNA, partial sequence",2
"gi|1397641890|ref|NR_157000.1| Pseudoxanthomonas putridarboris strain WD12 16S ribosomal RNA, partial sequence",2
"gi|631253131|ref|NR_114329.1| Methylobacterium brachythecii strain 99b 16S ribosomal RNA, partial sequence",2
"gi|1116030288|ref|NR_144746.1| Marseilla massiliensis strain Marseille-P2475 16S ribosomal RNA, partial sequence",2
"gi|645320620|ref|NR_117782.1| Ferrovum myxofaciens strain P3G 16S ribosomal RNA, partial sequence",2
"gi|2363086659|ref|NR_181586.1| Catonella massiliensis strain Marseille-Q4567 16S ribosomal RNA, partial sequence",2
"gi|636560376|ref|NR_116436.1| Staphylococcus piscifermentans strain CIP103958 16S ribosomal RNA, partial sequence",2
"gi|922788119|ref|NR_132590.1| Staphylococcus croceilyticus strain MCC10046 16S ribosomal RNA, partial sequence",2
"gi|343201625|ref|NR_042351.1| Microbacterium maritypicum strain DSM 12512 16S ribosomal RNA, partial sequence",2
"gi|526641957|ref|NR_103954.1| Chthonomonas calidirosea T49 16S ribosomal RNA, partial sequence",2
"gi|636558924|ref|NR_114981.1| Bryobacter aggregatus strain MPL3 16S ribosomal RNA, partial sequence",2
"gi|444303873|ref|NR_074295.1| Granulicella tundricola MP5ACTX9 16S ribosomal RNA, partial sequence >gi|645320930|ref|NR_118021.1| Granulicella tundricola MP5ACTX9 16S ribosomal RNA, partial sequence",2
"gi|645319538|ref|NR_116943.1| Levilactobacillus paucivorans strain TMW 1.1424 16S ribosomal RNA, partial sequence",2
"gi|2363084132|ref|NR_180315.1| Xylanivirga thermophila strain SYSU GA17129 16S ribosomal RNA, partial sequence",2
"gi|645319736|ref|NR_117111.1| Ruminiclostridium cellobioparum subsp. termitidis strain DSM 5398 16S ribosomal RNA, partial sequence",2
"gi|559795318|ref|NR_104911.1| Vampirovibrio chlorellavorus strain ICPB 3707 16S ribosomal RNA, partial sequence",2
"gi|645321371|ref|NR_118353.1| Desulfurispirillum alkaliphilum strain SR1 16S ribosomal RNA, partial sequence",2
"gi|1193829127|ref|NR_147370.1| Pseudoflavonifractor phocaeensis strain Marseille-P3064 16S ribosomal RNA, partial sequence",2
"gi|645319781|ref|NR_117147.1| Faecalicatena contorta strain DSM 3982 16S ribosomal RNA, partial sequence",2
"gi|2363086635|ref|NR_181574.1| Chryseobacterium tagetis strain RG1 16S ribosomal RNA, partial sequence",2
"gi|645320915|ref|NR_118012.1| Paenibacillus catalpae strain D75 16S ribosomal RNA, partial sequence",2
"gi|1011034802|ref|NR_135705.1| Paenibacillus endophyticus strain PECAE04 16S ribosomal RNA, partial sequence",2
"gi|343200994|ref|NR_041681.1| Sphingomonas japonica strain KC7 16S ribosomal RNA, partial sequence",2
"gi|1909404458|ref|NR_170513.1| Empedobacter tilapiae strain MRS2 16S ribosomal RNA, partial sequence",2
"gi|1024974844|ref|NR_136827.1| Thermomonospora amylolytica strain YIM 77502 16S ribosomal RNA, partial sequence",2
"gi|672238999|ref|NR_125588.1| Aeromicrobium massiliense JC14 16S ribosomal RNA, partial sequence",2
"gi|566085320|ref|NR_109319.1| Pseudoduganella lurida strain D5 16S ribosomal RNA, partial sequence",2
"gi|602270486|ref|NR_036869.2| Syntrophococcus sucromutans strain S195 16S ribosomal RNA, partial sequence",2
"gi|1909404440|ref|NR_170495.1| Blautia faecicola strain KGMB01111 16S ribosomal RNA, complete sequence",2
"gi|219846605|ref|NR_026197.1| Nesterenkonia halobia strain DSM 20541 16S ribosomal RNA, partial sequence",2
"gi|343202245|ref|NR_042531.1| Methylocystis heyeri strain H2 16S ribosomal RNA, partial sequence",2
"gi|2363082133|ref|NR_179313.1| Rhizobium dioscoreae strain S-93 16S ribosomal RNA, partial sequence",2
"gi|485099115|ref|NR_102511.1| Rhizobium tropici CIAT 899 16S ribosomal RNA, partial sequence",2
"gi|645321015|ref|NR_118084.1| Rhizobium tropici CIAT 899 16S ribosomal RNA, partial sequence",2
"gi|2363087199|ref|NR_181855.1| Paraburkholderia saeva strain LMG 31841 16S ribosomal RNA, partial sequence",2
"gi|1864207181|ref|NR_169476.1| Kosakonia quasisacchari strain WCHEs120001 16S ribosomal RNA, partial sequence",2
"gi|444303924|ref|NR_074347.1| Thermobaculum terrenum strain ATCC BAA-798 16S ribosomal RNA, partial sequence",2
"gi|2363081977|ref|NR_179235.1| Capsulimonas corticalis strain AX-7 16S ribosomal RNA, partial sequence",2
"gi|343200285|ref|NR_040972.1| Levilinea saccharolytica strain KIBI-1 16S ribosomal RNA, partial sequence",2
"gi|645320199|ref|NR_117461.1| Jahnella thaxteri strain Pl t4 16S ribosomal RNA, partial sequence",2
"gi|343201331|ref|NR_042057.1| Pediococcus acidilactici DSM 20284 16S ribosomal RNA, partial sequence",2
"gi|343201332|ref|NR_042058.1| Pediococcus pentosaceus strain DSM 20336 16S ribosomal RNA, partial sequence",2
"gi|343201171|ref|NR_041919.1| Methylorubrum podarium strain FM4 16S ribosomal RNA, partial sequence",2
"gi|343199009|ref|NR_044309.1| Steroidobacter denitrificans strain FS 16S ribosomal RNA, partial sequence",2
"gi|343198675|ref|NR_043249.1| Denitratisoma oestradiolicum strain AcBE2-1 16S ribosomal RNA, partial sequence",2
"gi|343200137|ref|NR_040824.1| Blastomonas natatoria strain DSM 3183 16S ribosomal RNA, partial sequence",2
"gi|2363080551|ref|NR_178516.1| Sphingomonas lenta strain 1PNM-20 16S ribosomal RNA, partial sequence",2
"gi|645322135|ref|NR_118952.1| Brevibacillus brevis strain NCIMB 9372 16S ribosomal RNA, partial sequence",2
"gi|631251591|ref|NR_112789.1| Blautia glucerasea strain HFTH-1 16S ribosomal RNA, partial sequence",2
"gi|961555024|ref|NR_133991.1| Caballeronia jiangsuensis strain MP-1 16S ribosomal RNA, partial sequence",2
"gi|636560852|ref|NR_116912.1| Staphylococcus rostri strain ARI 262 16S ribosomal RNA, partial sequence",2
"gi|265678513|ref|NR_028816.1| Turicibacter sanguinis strain MOL361 16S ribosomal RNA, partial sequence",2
"gi|343205652|ref|NR_044016.1| Marinobacterium litorale strain IMCC1877 16S ribosomal RNA, partial sequence",2
"gi|219857530|ref|NR_025118.1| Bosea massiliensis 63287 16S ribosomal RNA, partial sequence",2
"gi|1193829135|ref|NR_147378.1| Negativibacillus massiliensis strain Marseille-P3213 16S ribosomal RNA, partial sequence",2
"gi|2363082819|ref|NR_179658.1| Massilistercora timonensis strain Marseille-P3756 16S ribosomal RNA, partial sequence",2
"gi|631252121|ref|NR_113319.1| Anaerostipes butyraticus strain JCM 17466 16S ribosomal RNA, partial sequence",2
"gi|694190103|ref|NR_114777.2| Enterococcus avium ATCC 14025 16S ribosomal RNA, partial sequence",2
"gi|1199303386|ref|NR_147737.1| Occallatibacter savannae strain A2-1c 16S ribosomal RNA, partial sequence",2
"gi|507148054|ref|NR_102861.1| Alistipes shahii WAL 8301 16S ribosomal RNA, partial sequence",2
"gi|631251955|ref|NR_113153.1| Alistipes shahii strain JCM 16773 16S ribosomal RNA, partial sequence",2
"gi|1520188667|ref|NR_159891.1| Terrimonas soli strain FL-8 16S ribosomal RNA, partial sequence",2
"gi|2180566411|ref|NR_174267.1| Lactococcus allomyrinae strain 1JSPR-7 16S ribosomal RNA, complete sequence",2
"gi|961555118|ref|NR_134086.1| Microbacterium kyungheense strain THG-C26 16S ribosomal RNA, partial sequence",2
"gi|2180566410|ref|NR_174266.1| Apilactobacillus bombintestini strain BHWM-4 16S ribosomal RNA, complete sequence",2
"gi|1193829149|ref|NR_147392.1| Anaerococcus mediterraneensis strain Marseille-P2765 16S ribosomal RNA, partial sequence",2
"gi|645322192|ref|NR_118998.1| Streptococcus thermophilus strain DSM 20617 16S ribosomal RNA, partial sequence",2
"gi|2363082296|ref|NR_179395.1| Dakarella massiliensis strain ND3 16S ribosomal RNA, partial sequence",2
"gi|2363084206|ref|NR_180352.1| Chitinophaga lutea strain ZY74 16S ribosomal RNA, partial sequence",2
"gi|2136551660|ref|NR_173665.1| Peteryoungia desertarenae strain ADMK78 16S ribosomal RNA, partial sequence",2
"gi|1779814900|ref|NR_164975.1| Jiella endophytica strain CBS5Q-3 16S ribosomal RNA, partial sequence",2
"gi|1384992354|ref|NR_156103.1| Aureimonas glaciei strain B5-2 16S ribosomal RNA, partial sequence",2
"gi|1397641792|ref|NR_156901.1| Thermodesulfobium acidiphilum strain 3127-1 16S ribosomal RNA, partial sequence",2
"gi|444304042|ref|NR_074466.1| Thermodesulfobium narugense strain DSM 14796 16S ribosomal RNA, partial sequence",2
"gi|636560589|ref|NR_116649.1| Micrococcus terreus strain V3M1 16S ribosomal RNA, partial sequence",2
"gi|645319786|ref|NR_117152.1| Thermus filiformis strain DSM 4687 16S ribosomal RNA, partial sequence",2
"gi|2363084348|ref|NR_180422.1| Microbacterium protaetiae strain DFW100M-13 16S ribosomal RNA, complete sequence",2
"gi|631251998|ref|NR_113196.1| Neomoorella thermoacetica strain JCM 9319 16S ribosomal RNA, partial sequence",2
"gi|636560399|ref|NR_116459.1| Alishewanella jeotgali KCTC 22429 strain MS1 16S ribosomal RNA, partial sequence",2
"gi|2363085259|ref|NR_180878.1| Pseudomonas xionganensis strain R-22-3 w-18 16S ribosomal RNA, partial sequence",2
"gi|2363084023|ref|NR_180260.1| Pseudomonas leptonychotis strain CCM 8849 16S ribosomal RNA, partial sequence",2
"gi|1024974777|ref|NR_136800.1| Nocardioides antarcticus strain M-SA3-94 16S ribosomal RNA, partial sequence",1
"gi|1441204198|ref|NR_157613.1| Nocardioides litoris strain 002-2 16S ribosomal RNA, partial sequence",1
"gi|1909404355|ref|NR_170408.1| Nocardioides dongxiaopingii strain S-1144 16S ribosomal RNA, partial sequence",1
"gi|343202599|ref|NR_042975.1| Photobacterium halotolerans strain MACL01 16S ribosomal RNA, partial sequence",1
"gi|1179766725|ref|NR_146675.1| Photobacterium sanguinicancri strain Mj110 16S ribosomal RNA, partial sequence",1
"gi|2221405412|ref|NR_175514.1| Streptomyces botrytidirepellens strain NEAU-LD23 16S ribosomal RNA, partial sequence",1
"gi|2363086236|ref|NR_181370.1| Luteimonas deserti strain SJ-16 16S ribosomal RNA, partial sequence",1
"gi|566084856|ref|NR_108265.1| Anoxybacillus kaynarcensis strain D1021 16S ribosomal RNA, partial sequence",1
"gi|636560619|ref|NR_116679.1| Oceanibaculum pacificum strain LMC2up-L3 16S ribosomal RNA, partial sequence",1
"gi|2221405362|ref|NR_175491.1| Parvularcula marina strain SM1705 16S ribosomal RNA, partial sequence",1
"gi|1811131528|ref|NR_165710.1| Mucibacter soli strain R1-15 16S ribosomal RNA, partial sequence",1
"gi|1491521041|ref|NR_159327.1| Nemorincola caseinilytica strain J116-2 16S ribosomal RNA, partial sequence",1
"gi|631253078|ref|NR_114276.1| Paracoccus chinensis strain NBRC 104937 16S ribosomal RNA, partial sequence",1
"gi|2363087119|ref|NR_181815.1| Xinfangfangia pollutisoli strain Clo-40 16S ribosomal RNA, partial sequence",1
"gi|636558480|ref|NR_114536.1| Caldanaerobacter subterraneus subsp. pacificus DSM 12653 strain JM 16S ribosomal RNA, partial sequence",1
"gi|636558487|ref|NR_114543.1| Caldanaerobacter subterraneus subsp. tengcongensis strain MB4 16S ribosomal RNA, partial sequence",1
"gi|645320372|ref|NR_117592.1| Caldanaerobacter subterraneus strain DSM 13054 16S ribosomal RNA, partial sequence",1
"gi|645321375|ref|NR_118356.1| Caldisericum exile strain AZM16c01 16S ribosomal RNA, partial sequence",1
"gi|343198451|ref|NR_041884.1| Cellvibrio mixtus strain ACM 2601 16S ribosomal RNA, partial sequence",1
"gi|1441204340|ref|NR_157755.1| Cellvibrio fontiphilus strain MVW-40 16S ribosomal RNA, partial sequence",1
"gi|672238894|ref|NR_125482.1| Cellvibrio vulgaris strain NCIMB 8633 16S ribosomal RNA, partial sequence",1
"gi|1212229221|ref|NR_148291.1| Cohnella capsici strain YN-59 16S ribosomal RNA, partial sequence",1
"gi|1953646740|ref|NR_171530.1| Paenibacillus zeisoli strain 3-5-3 16S ribosomal RNA, partial sequence",1
"gi|959494854|ref|NR_133731.1| Cohnella rhizosphaerae strain CSE-5610 16S ribosomal RNA, partial sequence",1
"gi|2363084146|ref|NR_180322.1| Acidithiobacillus sulfuriphilus strain CJ-2 16S ribosomal RNA, partial sequence",1
"gi|636558405|ref|NR_114461.1| Xylophilus ampelinus strain ATCC 33914 16S ribosomal RNA, partial sequence",1
"gi|2363081451|ref|NR_178972.1| Faecalibacterium longum strain CM04-06 16S ribosomal RNA, partial sequence",1
"gi|1779814876|ref|NR_164951.1| Neisseria chenwenguii strain 10023 16S ribosomal RNA, partial sequence",1
"gi|343201514|ref|NR_042240.1| Kingella potus strain 3/SID/1128 16S ribosomal RNA, partial sequence",1
"gi|1441204249|ref|NR_157664.1| Kingella negevensis strain Sch538 16S ribosomal RNA, partial sequence",1
"gi|2363081939|ref|NR_179215.1| Streptococcus parasuis strain SUT-286 16S ribosomal RNA, partial sequence",1
"gi|310974981|ref|NR_036845.1| Streptococcus ferus strain 8S1 16S ribosomal RNA, partial sequence",1
"gi|2962412347|ref|NR_199542.1| Streptococcus iners strain 29887 16S ribosomal RNA, complete sequence",1
"gi|2363085310|ref|NR_180903.1| Bartonella krasnovii strain OE 1-1 16S ribosomal RNA, complete sequence",1
"gi|2363081727|ref|NR_179110.1| Bartonella mastomydis strain 008 16S ribosomal RNA, partial sequence",1
"gi|343200687|ref|NR_041374.1| Pedobacter ginsengisoli strain Gsoil 104 16S ribosomal RNA, partial sequence",1
"gi|566085590|ref|NR_109670.1| Glaciimonas singularis strain A2-57 16S ribosomal RNA, partial sequence",1
"gi|558508598|ref|NR_104525.1| Nevskia terrae strain KIS13-15 16S ribosomal RNA, partial sequence",1
"gi|343205731|ref|NR_044135.1| Nevskia soli strain GR15-1 16S ribosomal RNA, partial sequence",1
"gi|566085547|ref|NR_109617.1| Nevskia persephonica strain G6M-30 16S ribosomal RNA, partial sequence",1
"gi|343206330|ref|NR_044922.1| Paracoccus marcusii strain MH1 16S ribosomal RNA, partial sequence",1
"gi|219846124|ref|NR_025714.1| Paracoccus haeundaensis strain BC74171 16S ribosomal RNA, partial sequence",1
"gi|2363086681|ref|NR_181597.1| Brevundimonas vitisensis strain GR-TSA-9 16S ribosomal RNA, partial sequence",1
"gi|343198689|ref|NR_043281.1| Thermaerobacter litoralis strain KW1 16S ribosomal RNA, partial sequence",1
"gi|219857148|ref|NR_024776.1| Thermaerobacter nagasakiensis strain JCM 11223 16S ribosomal RNA, partial sequence",1
"gi|265678511|ref|NR_028814.1| Thermaerobacter subterraneus strain C21 16S ribosomal RNA, partial sequence",1
"gi|2363082775|ref|NR_179636.1| Anaerosphaera massiliensis strain Marseille-P4592 16S ribosomal RNA, partial sequence",1
"gi|444303835|ref|NR_074257.1| Methylorubrum populi BJ001 16S ribosomal RNA, partial sequence",1
"gi|343198836|ref|NR_043813.1| Methyloversatilis universalis FAM5 16S ribosomal RNA, partial sequence",1
"gi|2363080227|ref|NR_178338.1| Ginsengibacter hankyongi strain BR5-29 16S ribosomal RNA, partial sequence",1
"gi|2463901678|ref|NR_184599.1| Longitalea luteola strain SYSU D00799 16S ribosomal RNA, partial sequence",1
